id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
1938,29,blue-collar,married,primary,no,608,yes,no,unknown,9,may,184,2,-1,0,unknown,1
1939,56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,-1,0,unknown,1
1940,31,management,single,tertiary,no,12,yes,no,unknown,9,may,330,4,-1,0,unknown,1
1941,46,blue-collar,married,primary,no,881,yes,no,unknown,9,may,126,2,-1,0,unknown,1
1942,47,technician,single,unknown,no,77,yes,no,unknown,9,may,83,4,-1,0,unknown,1
1943,29,student,single,secondary,no,510,yes,no,unknown,9,may,25,6,-1,0,unknown,1
1944,35,admin.,divorced,tertiary,no,1555,yes,no,unknown,9,may,26,2,-1,0,unknown,1
1945,31,services,single,secondary,yes,68,yes,no,unknown,9,may,169,2,-1,0,unknown,1
1946,29,admin.,single,secondary,no,43,yes,no,unknown,9,may,179,2,-1,0,unknown,1
1947,48,admin.,divorced,unknown,no,244,yes,no,unknown,9,may,280,1,-1,0,unknown,1
1948,59,blue-collar,married,secondary,no,1376,no,yes,unknown,9,may,61,4,-1,0,unknown,1
1949,44,management,married,tertiary,no,392,yes,no,unknown,9,may,124,2,-1,0,unknown,1
1950,30,admin.,single,tertiary,no,-396,yes,no,unknown,9,may,89,2,-1,0,unknown,1
1951,50,blue-collar,married,primary,no,89,yes,no,unknown,9,may,210,3,-1,0,unknown,1
1952,25,admin.,married,secondary,no,10,yes,no,unknown,9,may,393,2,-1,0,unknown,1
1953,32,blue-collar,married,secondary,no,150,yes,no,unknown,9,may,1178,4,-1,0,unknown,1
1954,49,blue-collar,married,primary,no,1387,yes,yes,unknown,9,may,161,2,-1,0,unknown,1
1955,38,admin.,married,secondary,no,253,yes,no,unknown,9,may,515,4,-1,0,unknown,1
1956,29,blue-collar,single,secondary,no,853,yes,no,unknown,9,may,177,2,-1,0,unknown,1
1957,51,management,married,tertiary,no,91,yes,no,unknown,9,may,178,2,-1,0,unknown,1
1958,29,blue-collar,single,secondary,no,348,yes,no,unknown,9,may,185,2,-1,0,unknown,1
1959,32,admin.,divorced,secondary,no,43,yes,no,unknown,9,may,218,2,-1,0,unknown,1
1960,43,unemployed,married,primary,no,-178,yes,no,unknown,9,may,191,2,-1,0,unknown,1
1961,34,blue-collar,married,secondary,no,2137,no,no,unknown,9,may,245,4,-1,0,unknown,1
1962,37,blue-collar,married,primary,no,1160,yes,no,unknown,9,may,255,2,-1,0,unknown,1
1963,29,admin.,single,secondary,no,3986,yes,no,unknown,9,may,488,2,-1,0,unknown,1
1964,39,services,single,secondary,no,126,yes,no,unknown,9,may,211,2,-1,0,unknown,1
1965,34,blue-collar,married,secondary,no,6411,yes,yes,unknown,9,may,226,2,-1,0,unknown,1
1966,28,technician,married,secondary,no,655,yes,no,unknown,9,may,179,2,-1,0,unknown,1
1967,37,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,460,2,-1,0,unknown,1
1968,29,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,432,2,-1,0,unknown,1
1969,25,admin.,single,secondary,no,96,yes,no,unknown,9,may,176,2,-1,0,unknown,1
1970,33,blue-collar,married,primary,no,191,yes,no,unknown,9,may,162,2,-1,0,unknown,1
1971,34,admin.,single,secondary,no,391,yes,no,unknown,9,may,192,2,-1,0,unknown,1
1972,50,blue-collar,divorced,primary,no,31,yes,no,unknown,9,may,237,3,-1,0,unknown,1
1973,35,blue-collar,married,secondary,no,73,no,no,unknown,9,may,134,3,-1,0,unknown,1
1974,53,management,divorced,tertiary,no,0,no,no,unknown,9,may,44,2,-1,0,unknown,1
1975,41,blue-collar,single,primary,no,156,yes,no,unknown,9,may,47,5,-1,0,unknown,1
1976,48,blue-collar,married,primary,no,231,yes,no,unknown,9,may,752,3,-1,0,unknown,1
1977,32,blue-collar,single,secondary,no,-83,yes,no,unknown,9,may,116,3,-1,0,unknown,1
1978,38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,1
1979,57,blue-collar,married,secondary,no,221,yes,no,unknown,9,may,122,2,-1,0,unknown,1
1980,50,management,married,tertiary,no,3284,yes,no,unknown,9,may,51,3,-1,0,unknown,1
1981,40,management,married,tertiary,no,4190,no,no,unknown,9,may,260,4,-1,0,unknown,1
1982,45,management,single,tertiary,no,5694,yes,no,unknown,9,may,214,2,-1,0,unknown,1
1983,34,blue-collar,single,secondary,no,297,yes,no,unknown,9,may,407,4,-1,0,unknown,1
1984,32,blue-collar,married,primary,no,-89,yes,no,unknown,9,may,389,2,-1,0,unknown,1
1985,28,admin.,single,secondary,no,244,yes,no,unknown,9,may,31,3,-1,0,unknown,1
1986,30,services,married,secondary,no,152,yes,no,unknown,9,may,115,2,-1,0,unknown,1
1987,41,management,single,tertiary,no,1696,yes,no,unknown,9,may,878,3,-1,0,unknown,1
1988,36,blue-collar,married,unknown,no,714,no,no,unknown,9,may,277,3,-1,0,unknown,1
1989,49,services,divorced,secondary,no,315,yes,no,unknown,9,may,117,2,-1,0,unknown,1
1990,32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,262,2,-1,0,unknown,1
1991,53,management,married,tertiary,no,913,yes,no,unknown,9,may,244,4,-1,0,unknown,1
1992,44,unemployed,married,secondary,no,-407,yes,no,unknown,9,may,119,2,-1,0,unknown,1
1993,34,entrepreneur,divorced,tertiary,no,338,yes,no,unknown,9,may,162,2,-1,0,unknown,1
1994,56,admin.,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,-1,0,unknown,1
1995,27,technician,single,secondary,no,769,yes,no,unknown,9,may,317,2,-1,0,unknown,1
1996,32,blue-collar,married,secondary,no,120,yes,yes,unknown,9,may,214,3,-1,0,unknown,1
1997,43,blue-collar,single,primary,no,0,no,no,unknown,9,may,71,3,-1,0,unknown,1
1998,34,admin.,divorced,primary,no,9569,yes,no,unknown,9,may,43,2,-1,0,unknown,1
1999,35,self-employed,married,secondary,no,351,yes,no,unknown,9,may,298,2,-1,0,unknown,1
2000,28,admin.,married,secondary,no,2,yes,no,unknown,9,may,167,1,-1,0,unknown,1
2001,52,management,married,primary,no,226,yes,no,unknown,9,may,86,4,-1,0,unknown,1
2002,36,blue-collar,married,primary,no,95,yes,no,unknown,9,may,255,2,-1,0,unknown,1
2003,35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,unknown,1
2004,30,admin.,married,secondary,no,15,yes,no,unknown,9,may,257,1,-1,0,unknown,1
2005,23,management,single,unknown,no,375,yes,no,unknown,9,may,194,3,-1,0,unknown,1
2006,37,entrepreneur,divorced,secondary,no,1190,yes,no,unknown,9,may,268,3,-1,0,unknown,1
2007,29,services,single,secondary,no,487,yes,yes,unknown,9,may,176,2,-1,0,unknown,1
2008,28,self-employed,single,secondary,no,123,yes,no,unknown,9,may,97,1,-1,0,unknown,1
2009,56,services,divorced,tertiary,no,2272,yes,no,unknown,9,may,263,5,-1,0,unknown,1
2010,27,admin.,married,secondary,no,133,yes,yes,unknown,9,may,338,4,-1,0,unknown,1
2011,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,-1,0,unknown,1
2012,53,blue-collar,married,primary,no,-864,yes,no,unknown,9,may,322,5,-1,0,unknown,1
2013,47,blue-collar,married,secondary,no,8,no,no,unknown,9,may,64,4,-1,0,unknown,1
2014,50,services,married,secondary,no,107,yes,no,unknown,9,may,71,4,-1,0,unknown,1
2015,31,admin.,single,secondary,no,620,no,no,unknown,9,may,166,3,-1,0,unknown,1
2016,31,blue-collar,married,secondary,no,42,yes,no,unknown,9,may,210,3,-1,0,unknown,1
2017,37,management,married,tertiary,no,-120,yes,no,unknown,9,may,77,2,-1,0,unknown,1
2018,37,management,single,tertiary,no,493,yes,no,unknown,9,may,328,7,-1,0,unknown,1
2019,48,unemployed,married,primary,no,296,yes,no,unknown,9,may,164,8,-1,0,unknown,1
2020,31,management,single,tertiary,no,6248,yes,no,unknown,9,may,154,2,-1,0,unknown,1
2021,34,technician,married,secondary,no,484,no,no,unknown,9,may,84,4,-1,0,unknown,1
2022,32,blue-collar,single,primary,no,12,yes,no,unknown,9,may,153,4,-1,0,unknown,1
2023,54,management,married,tertiary,no,154,no,no,unknown,9,may,155,3,-1,0,unknown,1
2024,31,management,single,tertiary,no,606,yes,no,unknown,9,may,111,2,-1,0,unknown,1
2025,55,services,married,secondary,no,560,yes,no,unknown,9,may,91,3,-1,0,unknown,1
2026,27,blue-collar,married,secondary,no,564,yes,no,unknown,9,may,257,3,-1,0,unknown,1
2027,36,blue-collar,married,secondary,no,771,yes,no,unknown,9,may,213,4,-1,0,unknown,1
2028,33,technician,married,secondary,no,0,yes,yes,unknown,9,may,173,2,-1,0,unknown,1
2029,43,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315,4,-1,0,unknown,1
2030,42,blue-collar,married,secondary,no,333,yes,no,unknown,9,may,190,3,-1,0,unknown,1
2031,48,blue-collar,married,primary,no,418,yes,no,unknown,9,may,102,3,-1,0,unknown,1
2032,41,admin.,single,secondary,no,-256,no,yes,unknown,9,may,35,3,-1,0,unknown,1
2033,36,technician,married,secondary,no,494,yes,no,unknown,9,may,83,3,-1,0,unknown,1
2034,32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,-1,0,unknown,1
2035,58,management,single,unknown,no,127,yes,no,unknown,9,may,244,5,-1,0,unknown,1
2036,40,services,married,secondary,no,69,yes,no,unknown,9,may,143,3,-1,0,unknown,1
2037,31,management,married,tertiary,no,713,yes,no,unknown,9,may,1534,2,-1,0,unknown,1
2038,42,blue-collar,married,primary,no,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,1
2039,34,blue-collar,divorced,secondary,no,-294,yes,no,unknown,12,may,163,2,-1,0,unknown,1
2040,34,technician,married,secondary,no,222,yes,no,unknown,12,may,149,6,-1,0,unknown,1
2041,35,technician,married,unknown,no,86,yes,no,unknown,12,may,33,4,-1,0,unknown,1
2042,57,management,divorced,secondary,no,0,yes,yes,unknown,12,may,144,6,-1,0,unknown,1
2043,28,blue-collar,married,primary,no,26,no,no,unknown,12,may,40,3,-1,0,unknown,1
2044,50,technician,married,secondary,no,103,yes,no,unknown,12,may,79,6,-1,0,unknown,1
2045,46,self-employed,married,tertiary,no,-80,yes,no,unknown,12,may,112,2,-1,0,unknown,1
2046,28,blue-collar,married,secondary,no,131,yes,no,unknown,12,may,147,5,-1,0,unknown,1
2047,57,unknown,married,unknown,no,106,no,no,unknown,12,may,836,4,-1,0,unknown,1
2048,49,admin.,married,secondary,yes,15,no,no,unknown,12,may,290,5,-1,0,unknown,1
2049,56,management,single,tertiary,no,4542,no,no,unknown,12,may,148,2,-1,0,unknown,1
2050,56,blue-collar,married,secondary,no,172,yes,no,unknown,12,may,289,5,-1,0,unknown,1
2051,49,management,divorced,tertiary,yes,0,yes,no,unknown,12,may,345,2,-1,0,unknown,1
2052,50,management,married,tertiary,no,107,yes,no,unknown,12,may,1002,5,-1,0,unknown,1
2053,47,admin.,single,secondary,no,15,no,no,unknown,12,may,181,4,-1,0,unknown,1
2054,45,blue-collar,married,primary,no,101,yes,no,unknown,12,may,460,5,-1,0,unknown,2
2055,44,unemployed,married,secondary,no,304,yes,no,unknown,12,may,129,2,-1,0,unknown,1
2056,51,blue-collar,married,tertiary,no,7816,yes,no,unknown,12,may,76,2,-1,0,unknown,1
2057,34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,1
2058,25,management,married,tertiary,no,784,yes,yes,unknown,12,may,104,2,-1,0,unknown,1
2059,30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,1
2060,39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown,1
2061,25,student,married,tertiary,no,333,yes,no,unknown,12,may,399,3,-1,0,unknown,1
2062,34,admin.,divorced,secondary,no,-220,yes,yes,unknown,12,may,115,4,-1,0,unknown,1
2063,25,blue-collar,single,secondary,no,249,yes,no,unknown,12,may,149,5,-1,0,unknown,1
2064,33,blue-collar,married,secondary,no,-257,yes,no,unknown,12,may,92,4,-1,0,unknown,1
2065,44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,1
2066,55,retired,married,secondary,no,18722,yes,no,unknown,12,may,128,2,-1,0,unknown,1
2067,54,admin.,married,secondary,no,42,yes,no,unknown,12,may,192,2,-1,0,unknown,1
2068,43,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,1
2069,35,blue-collar,married,secondary,no,325,no,no,unknown,12,may,592,2,-1,0,unknown,1
2070,27,services,single,secondary,no,123,yes,no,unknown,12,may,105,3,-1,0,unknown,1
2071,42,blue-collar,married,primary,no,-25,yes,no,unknown,12,may,62,2,-1,0,unknown,1
2072,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,-1,0,unknown,1
2073,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,1
2074,29,technician,married,tertiary,no,409,yes,no,unknown,12,may,247,3,-1,0,unknown,1
2075,49,technician,married,secondary,no,4785,no,no,unknown,12,may,160,4,-1,0,unknown,1
2076,59,retired,divorced,primary,no,121,yes,no,unknown,12,may,144,7,-1,0,unknown,1
2077,37,management,married,tertiary,no,0,yes,no,unknown,12,may,346,4,-1,0,unknown,1
2078,60,blue-collar,married,unknown,no,231,yes,no,unknown,12,may,57,2,-1,0,unknown,1
2079,25,technician,single,secondary,no,1135,yes,no,unknown,12,may,396,3,-1,0,unknown,1
2080,28,admin.,married,secondary,no,-201,yes,no,unknown,12,may,286,4,-1,0,unknown,1
2081,40,services,single,secondary,no,-278,yes,no,unknown,12,may,400,3,-1,0,unknown,1
2082,43,technician,single,tertiary,no,16,yes,no,unknown,12,may,282,4,-1,0,unknown,1
2083,51,blue-collar,married,primary,yes,-283,yes,no,unknown,12,may,38,4,-1,0,unknown,1
2084,28,admin.,single,secondary,no,-103,yes,no,unknown,12,may,252,4,-1,0,unknown,1
2085,54,management,married,primary,no,113,no,no,unknown,12,may,76,3,-1,0,unknown,1
2086,37,blue-collar,married,secondary,no,194,yes,no,unknown,12,may,566,7,-1,0,unknown,1
2087,35,self-employed,married,tertiary,no,247,yes,no,unknown,12,may,167,2,-1,0,unknown,1
2088,26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,may,127,2,-1,0,unknown,1
2089,55,services,single,secondary,no,-40,yes,no,unknown,12,may,178,2,-1,0,unknown,1
2090,57,unemployed,married,secondary,no,3867,yes,no,unknown,12,may,71,2,-1,0,unknown,1
2091,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown,1
2092,36,services,married,tertiary,no,2167,yes,yes,unknown,12,may,120,2,-1,0,unknown,1
2093,35,management,single,tertiary,no,243,yes,no,unknown,12,may,102,3,-1,0,unknown,1
2094,33,blue-collar,married,primary,no,2,yes,yes,unknown,12,may,409,2,-1,0,unknown,1
2095,40,services,single,secondary,no,737,yes,no,unknown,12,may,117,2,-1,0,unknown,1
2096,31,technician,married,secondary,no,286,no,no,unknown,12,may,177,4,-1,0,unknown,1
2097,32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,2
2098,27,management,single,tertiary,no,541,yes,no,unknown,12,may,145,1,-1,0,unknown,1
2099,31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,-1,0,unknown,1
2100,28,blue-collar,single,secondary,yes,-871,yes,no,unknown,12,may,36,4,-1,0,unknown,1
2101,33,blue-collar,divorced,secondary,no,75,yes,yes,unknown,12,may,94,2,-1,0,unknown,1
2102,31,blue-collar,single,secondary,no,2597,yes,no,unknown,12,may,189,1,-1,0,unknown,1
2103,25,services,married,secondary,no,-454,yes,no,unknown,12,may,24,1,-1,0,unknown,1
2104,29,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,-1,0,unknown,1
2105,47,blue-collar,married,primary,no,304,yes,no,unknown,12,may,185,1,-1,0,unknown,1
2106,59,blue-collar,divorced,primary,no,220,yes,no,unknown,12,may,165,1,-1,0,unknown,1
2107,35,management,single,tertiary,no,561,yes,no,unknown,12,may,405,3,-1,0,unknown,1
2108,33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,-1,0,unknown,1
2109,31,management,single,tertiary,no,4509,yes,no,unknown,12,may,207,3,-1,0,unknown,1
2110,42,management,single,tertiary,no,196,yes,no,unknown,12,may,325,3,-1,0,unknown,1
2111,26,technician,single,secondary,no,124,yes,no,unknown,12,may,57,8,-1,0,unknown,1
2112,34,blue-collar,single,secondary,no,381,yes,no,unknown,12,may,102,1,-1,0,unknown,1
2113,31,admin.,married,secondary,no,184,yes,no,unknown,12,may,378,3,-1,0,unknown,1
2114,30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,12,may,164,3,-1,0,unknown,1
2115,54,admin.,married,unknown,no,-337,yes,no,unknown,12,may,288,2,-1,0,unknown,1
2116,52,blue-collar,single,primary,no,210,yes,no,unknown,12,may,154,1,-1,0,unknown,1
2117,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,1
2118,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,may,136,2,-1,0,unknown,1
2119,25,student,single,tertiary,no,641,yes,no,unknown,12,may,53,1,-1,0,unknown,1
2120,60,retired,married,secondary,no,78,yes,no,unknown,12,may,113,3,-1,0,unknown,1
2121,43,blue-collar,married,primary,no,1558,yes,no,unknown,12,may,110,3,-1,0,unknown,1
2122,32,entrepreneur,married,unknown,no,227,yes,no,unknown,12,may,523,1,-1,0,unknown,1
2123,48,blue-collar,divorced,secondary,no,602,yes,no,unknown,12,may,231,1,-1,0,unknown,1
2124,43,self-employed,single,secondary,no,798,yes,no,unknown,12,may,217,1,-1,0,unknown,1
2125,37,technician,married,secondary,no,1047,yes,yes,unknown,12,may,151,1,-1,0,unknown,1
2126,52,services,divorced,primary,no,111,yes,no,unknown,12,may,179,2,-1,0,unknown,1
2127,25,services,single,secondary,no,-439,yes,no,unknown,12,may,293,1,-1,0,unknown,1
2128,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,-1,0,unknown,1
2129,35,blue-collar,married,secondary,no,362,yes,no,unknown,12,may,363,2,-1,0,unknown,1
2130,27,admin.,single,secondary,no,1,yes,no,unknown,12,may,86,1,-1,0,unknown,1
2131,41,self-employed,married,secondary,no,304,yes,no,unknown,12,may,1147,2,-1,0,unknown,1
2132,34,technician,single,secondary,no,-89,yes,no,unknown,12,may,209,1,-1,0,unknown,1
2133,55,technician,married,secondary,no,276,yes,no,unknown,12,may,486,1,-1,0,unknown,1
2134,26,blue-collar,married,secondary,no,288,yes,no,unknown,12,may,49,2,-1,0,unknown,1
2135,36,blue-collar,married,primary,no,650,yes,no,unknown,12,may,170,2,-1,0,unknown,1
2136,45,admin.,married,secondary,no,171,yes,no,unknown,12,may,539,1,-1,0,unknown,1
2137,27,technician,married,secondary,no,-302,yes,no,unknown,12,may,66,3,-1,0,unknown,1
2138,31,admin.,married,secondary,no,337,no,no,unknown,12,may,51,1,-1,0,unknown,1
2139,29,admin.,divorced,secondary,no,891,no,no,unknown,12,may,820,1,-1,0,unknown,1
2140,26,blue-collar,single,secondary,no,199,yes,yes,unknown,12,may,125,1,-1,0,unknown,1
2141,46,services,married,secondary,no,997,yes,no,unknown,12,may,398,1,-1,0,unknown,1
2142,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,-1,0,unknown,1
2143,25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,-1,0,unknown,1
2144,54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,1
2145,31,technician,married,secondary,no,6890,yes,no,unknown,12,may,34,1,-1,0,unknown,1
2146,33,admin.,single,secondary,no,395,yes,no,unknown,12,may,95,8,-1,0,unknown,1
2147,28,technician,single,tertiary,no,-214,yes,no,unknown,12,may,140,3,-1,0,unknown,1
2148,39,admin.,single,secondary,no,496,yes,no,unknown,12,may,788,2,-1,0,unknown,1
2149,37,technician,married,secondary,no,183,yes,no,unknown,12,may,194,2,-1,0,unknown,1
2150,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,-1,0,unknown,1
2151,56,admin.,divorced,primary,no,179,yes,no,unknown,12,may,306,2,-1,0,unknown,1
2152,59,retired,married,secondary,no,434,yes,no,unknown,12,may,63,3,-1,0,unknown,1
2153,30,services,single,secondary,no,122,yes,no,unknown,12,may,501,2,-1,0,unknown,1
2154,59,technician,married,secondary,no,371,yes,no,unknown,12,may,832,3,-1,0,unknown,1
2155,27,blue-collar,single,secondary,no,3675,no,no,unknown,12,may,101,2,-1,0,unknown,1
2156,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,12,may,214,4,-1,0,unknown,1
2157,48,services,married,secondary,no,194,yes,yes,unknown,12,may,290,6,-1,0,unknown,1
2158,44,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,388,2,-1,0,unknown,1
2159,33,management,single,tertiary,no,1011,yes,no,unknown,12,may,1495,4,-1,0,unknown,1
2160,39,blue-collar,single,primary,no,446,yes,no,unknown,12,may,183,1,-1,0,unknown,1
2161,46,blue-collar,married,primary,no,-29,yes,no,unknown,12,may,322,1,-1,0,unknown,1
2162,28,admin.,married,secondary,no,957,yes,yes,unknown,12,may,646,3,-1,0,unknown,1
2163,31,blue-collar,married,secondary,no,297,yes,no,unknown,12,may,480,1,-1,0,unknown,1
2164,40,services,single,secondary,no,888,yes,no,unknown,12,may,169,2,-1,0,unknown,1
2165,37,blue-collar,single,secondary,no,115,yes,no,unknown,12,may,74,1,-1,0,unknown,1
2166,29,blue-collar,married,secondary,no,177,yes,no,unknown,12,may,146,3,-1,0,unknown,1
2167,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,-1,0,unknown,1
2168,24,blue-collar,married,secondary,no,951,yes,no,unknown,12,may,744,2,-1,0,unknown,1
2169,32,admin.,single,secondary,no,5,yes,no,unknown,12,may,593,2,-1,0,unknown,1
2170,26,admin.,single,secondary,no,586,yes,yes,unknown,12,may,215,1,-1,0,unknown,1
2171,47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,12,may,379,2,-1,0,unknown,1
2172,26,blue-collar,single,secondary,yes,-23,yes,no,unknown,12,may,315,1,-1,0,unknown,1
2173,28,blue-collar,single,secondary,no,-284,yes,no,unknown,12,may,162,1,-1,0,unknown,1
2174,58,blue-collar,married,secondary,no,1166,yes,no,unknown,12,may,493,1,-1,0,unknown,1
2175,35,management,single,tertiary,no,244,yes,no,unknown,12,may,225,1,-1,0,unknown,1
2176,29,services,single,secondary,no,-72,yes,no,unknown,12,may,208,1,-1,0,unknown,1
2177,56,blue-collar,married,primary,no,1399,yes,no,unknown,12,may,80,4,-1,0,unknown,1
2178,43,blue-collar,married,primary,no,0,yes,no,unknown,12,may,3,1,-1,0,unknown,1
2179,45,blue-collar,married,secondary,no,431,yes,no,unknown,12,may,29,1,-1,0,unknown,1
2180,31,admin.,single,secondary,no,130,yes,yes,unknown,12,may,132,1,-1,0,unknown,1
2181,34,blue-collar,married,secondary,no,187,yes,no,unknown,12,may,379,2,-1,0,unknown,1
2182,32,management,married,primary,no,142,yes,no,unknown,12,may,101,1,-1,0,unknown,1
2183,33,technician,single,secondary,no,14,yes,no,unknown,12,may,188,1,-1,0,unknown,1
2184,28,technician,single,secondary,no,-219,yes,no,unknown,12,may,386,2,-1,0,unknown,1
2185,43,admin.,single,secondary,no,275,yes,no,unknown,12,may,457,4,-1,0,unknown,1
2186,49,services,single,secondary,no,5028,yes,no,unknown,12,may,891,1,-1,0,unknown,1
2187,27,services,single,secondary,no,118,yes,yes,unknown,12,may,53,1,-1,0,unknown,1
2188,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,-1,0,unknown,1
2189,32,blue-collar,married,primary,no,1064,yes,no,unknown,12,may,326,1,-1,0,unknown,1
2190,37,services,divorced,secondary,no,904,yes,no,unknown,12,may,507,1,-1,0,unknown,1
2191,31,technician,single,secondary,no,628,yes,no,unknown,12,may,1083,2,-1,0,unknown,1
2192,56,retired,married,primary,no,13,yes,no,unknown,12,may,123,2,-1,0,unknown,1
2193,26,technician,married,tertiary,no,450,yes,yes,unknown,12,may,1266,1,-1,0,unknown,1
2194,43,blue-collar,married,secondary,no,-63,yes,no,unknown,12,may,160,4,-1,0,unknown,1
2195,48,technician,divorced,secondary,no,164,yes,no,unknown,12,may,139,2,-1,0,unknown,1
2196,31,blue-collar,single,primary,no,985,yes,no,unknown,12,may,178,2,-1,0,unknown,1
2197,36,services,single,secondary,no,616,yes,yes,unknown,12,may,156,3,-1,0,unknown,1
2198,24,blue-collar,married,secondary,no,237,yes,no,unknown,12,may,200,2,-1,0,unknown,1
2199,29,unemployed,married,secondary,no,380,no,yes,unknown,12,may,154,2,-1,0,unknown,1
2200,23,admin.,single,secondary,no,290,yes,no,unknown,12,may,163,4,-1,0,unknown,1
2201,54,entrepreneur,divorced,secondary,no,104,yes,no,unknown,12,may,391,1,-1,0,unknown,1
2202,24,blue-collar,single,secondary,no,117,yes,yes,unknown,12,may,470,1,-1,0,unknown,1
2203,25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,-1,0,unknown,1
2204,36,technician,single,secondary,no,-475,yes,no,unknown,12,may,793,5,-1,0,unknown,1
2205,40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,unknown,1
2206,29,admin.,single,secondary,no,382,yes,no,unknown,12,may,460,1,-1,0,unknown,1
2207,29,admin.,married,primary,no,624,yes,no,unknown,12,may,246,1,-1,0,unknown,1
2208,48,blue-collar,single,primary,no,396,yes,no,unknown,12,may,194,3,-1,0,unknown,1
2209,23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,unknown,1
2210,37,admin.,single,secondary,no,18,no,no,unknown,12,may,574,6,-1,0,unknown,1
2211,31,blue-collar,married,primary,no,-464,yes,yes,unknown,12,may,256,4,-1,0,unknown,1
2212,29,services,divorced,secondary,no,330,yes,no,unknown,12,may,88,2,-1,0,unknown,1
2213,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,1
2214,28,services,single,secondary,no,-260,yes,no,unknown,12,may,170,2,-1,0,unknown,1
2215,44,blue-collar,married,secondary,no,236,yes,no,unknown,12,may,596,1,-1,0,unknown,1
2216,48,blue-collar,married,secondary,no,684,yes,yes,unknown,12,may,139,1,-1,0,unknown,1
2217,30,blue-collar,married,secondary,no,458,yes,no,unknown,12,may,177,3,-1,0,unknown,1
2218,32,unemployed,married,primary,no,324,yes,no,unknown,12,may,577,1,-1,0,unknown,1
2219,41,blue-collar,married,primary,no,1052,yes,yes,unknown,12,may,335,1,-1,0,unknown,1
2220,30,management,divorced,secondary,no,37,no,no,unknown,12,may,262,2,-1,0,unknown,1
2221,37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,115,1,-1,0,unknown,1
2222,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,1
2223,28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,-1,0,unknown,1
2224,33,technician,single,secondary,no,341,no,yes,unknown,12,may,289,3,-1,0,unknown,1
2225,41,blue-collar,married,unknown,no,31,no,no,unknown,12,may,529,2,-1,0,unknown,1
2226,42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,-1,0,unknown,1
2227,50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,-1,0,unknown,1
2228,23,student,single,tertiary,no,250,yes,no,unknown,12,may,166,2,-1,0,unknown,1
2229,38,services,married,secondary,no,3165,yes,no,unknown,12,may,152,2,-1,0,unknown,1
